core,CPD_A,SMILES_A,R_A,pKi_A,LogD_A,Sol_A_uM,CPD_B,SMILES_B,R_B,pKi_B,LogD_B,Sol_B_uM,delta_pKi,delta_LogD,delta_LogSol,abs_delta_pKi,physchem_shift,potency_specificity
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O[*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_332,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CC(OC(=O)OC1CCCCC1)[*:1],7.48,3.475,140.0,CPD_359,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCC(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)C[*:1],8.35,0.3,9.7,0.87,-3.18,-1.16,0.87,3.384966764977169,0.23934194072485954
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_373,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCC4CO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CCCC1CO)[*:1],6.98,-0.415,2900.0,CPD_877,CC(C)N1CCC(NC(=O)c2cc3cc(OC(C)(C)C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)(O[*:1])C(=O)O,7.85,1.472,1.6,0.87,1.89,-3.26,0.87,3.7682489302061772,0.21651222089801195
O=C(Cn1c([*:1])nc2ccccc21)Nc1ccc(Cl)cn1,CPD_985,O=C(Cn1c(C(=O)N2CCN(CC(=O)N3CCCC3)CC2)nc2ccccc21)Nc1ccc(Cl)cn1,O=C(CN1CCN(C(=O)[*:1])CC1)N1CCCC1,5.2,2.775,6.7,CPD_988,O=C(Cn1c(C(=O)N2CCC(Nc3ccncc3)CC2)nc2ccccc21)Nc1ccc(Cl)cn1,O=C(N1CCC(Nc2ccncc2)CC1)[*:1],6.07,2.834,31.0,0.87,0.06,0.67,0.87,0.6726812023536856,0.9429042206351446
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_39,CC(C)N1CCC(NC(=O)c2cc3c(Br)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Br[*:1],7.82,2.781,71.0,CPD_154,CC(C)N1CCC(NC(=O)c2cc3c(CO)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OC[*:1],8.7,0.769,2500.0,0.87,-2.01,1.55,0.87,2.5382277281599457,0.3120261631477803
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_547,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)N4CCCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCCOCC1)[*:1],7.28,0.367,1100.0,CPD_900,CC(C)N1CCC(NC(=O)c2nc3cc(O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O[*:1],8.14,1.553,42.0,0.87,1.19,-1.42,0.87,1.8527007313648904,0.41375360127224176
O=C(O)c1ccc2c(c1)cc(C(=O)N[*:1])n2Cc1cc(-c2ccc(Cl)s2)on1,CPD_264,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CCN(c3ccncc3F)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,Fc1cnccc1N1CCC([*:1])CC1,6.15,1.713,1.2,CPD_695,O=C(O)c1ccc2c(c1)cc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,C1CC1N1CCC([*:1])CC1,7.01,0.814,12.0,0.86,-0.9,1.0,0.86,1.3453624047073711,0.539062470986174
CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)N[*:1])CC1,CPD_856,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(I)cc2)CC1,Ic1ccc([*:1])cc1,7.64,2.023,2600.0,CPD_860,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Br)cc2)CC1,Brc1ccc([*:1])cc1,8.5,1.599,3500.0,0.86,-0.42,0.13,0.86,0.43965895873961214,1.2469931537925572
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O[*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_167,CCOC(=O)OC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CCOC(=O)OC(C)[*:1],7.38,2.914,58.0,CPD_404,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,OCC[*:1],8.24,0.885,1400.0,0.86,-2.03,1.38,0.86,2.4546486510293075,0.31797106055631663
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_450,CC(C)N1CCC(NC(=O)c2nc3ccc(S(=O)(=O)CCO)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=S(=O)(CCO)[*:1],6.65,0.285,880.0,CPD_880,CC(C)N1CCC(NC(=O)c2nc3ccc(OCc4nn[nH]n4)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C(O[*:1])c1nn[nH]n1,7.51,0.205,12.0,0.86,-0.08,-1.87,0.86,1.871710447692164,0.4053333483536563
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_347,CC(C)N1CCC(NC(=O)c2nc3cc(S(=O)(=O)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=S(=O)(CCO)[*:1],7.59,1.099,90.0,CPD_420,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)OCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OCCO)[*:1],8.45,2.045,56.0,0.86,0.95,-0.21,0.86,0.9729337079164233,0.7032269978601108
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_345,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(C)CCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CN(CCO)C(=O)[*:1],7.5,-1.408,1040000.0,CPD_359,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCC(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(O)COC(=O)[*:1],8.35,0.3,9.7,0.85,1.71,-5.03,0.85,5.312720583655798,0.15280292928921183
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_342,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N(C)CCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CN(CCO)C(=O)[*:1],6.73,-0.441,32000.0,CPD_365,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OC4CCOC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OC1CCOC1)[*:1],7.58,1.734,120.0,0.85,2.17,-2.43,0.85,3.257882748043582,0.2423114057828935
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)OC(=O)[*:1],6.77,4.442,4.4,CPD_503,CC(C)ONC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(C)ONC(=O)[*:1],7.61,2.516,57.0,0.85,-1.93,1.11,0.85,2.2264321233758735,0.34323573498201904
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_117,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCOC(=O)C(C)(C)C)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)(C)C(=O)OCOC(=O)[*:1],7.45,3.152,47.0,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)CO[*:1],8.3,0.774,4.7,0.84,-2.38,-1.0,0.84,2.5815499220429574,0.2966573160023757
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_19,CC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(=O)N1CCC([*:1])CC1,6.12,3.157,3.8,CPD_208,O=C(NC1CN(c2cc[n+]([O-])cc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,[O-][n+]1ccc(N2CC([*:1])C2)cc1,6.96,1.058,17.0,0.84,-2.1,0.65,0.84,2.198294793698061,0.34309593851286607
CC(C)N1CCC(NC(=O)c2nc3cc(O[*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_836,CC(C)N1CCC(NC(=O)c2nc3cc(OCCN4CCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C1CN(CC[*:1])CCO1,7.7,1.561,370.0,CPD_876,CC(C)N1CCC(NC(=O)c2nc3cc(OCc4nn[nH]n4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C(c1nn[nH]n1)[*:1],8.54,0.205,12.0,0.84,-1.36,-1.49,0.84,2.0173497465734593,0.3704765889203697
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_393,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCCOCC1)[*:1],7.64,-0.942,58000.0,CPD_681,COCCOCCOc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COCCOCCO[*:1],8.47,0.241,36000.0,0.84,1.18,-0.21,0.84,1.1985407794480754,0.5798939263001334
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_393,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CCCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCCOCC1)[*:1],7.64,-0.942,58000.0,CPD_843,CC(C)N1CCC(NC(=O)c2cc3cc(OC(C)(C)C(=O)O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CC(C)(O[*:1])C(=O)O,8.47,0.506,7.1,0.83,1.45,-3.91,0.83,4.170203831948745,0.18777414607010917
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2[*:1])CC1,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Clc1ccc(-c2cc(C[*:1])no2)s1,7.23,-1.036,6400.0,CPD_408,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(C[*:1])Nc1ccc(Cl)cn1,8.06,-2.004,210000.0,0.83,-0.97,1.52,0.83,1.8031361568112376,0.404259599270361
Clc1ccc(-c2cc(Cn3c([*:1])cc4ccccc43)no2)s1,CPD_43,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Oc2ccncc2)CC1,O=C(N1CCC(Oc2ccncc2)CC1)[*:1],5.53,3.739,1.1,CPD_211,O=C(NCC1CN(c2ccncc2)C1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NCC1CN(c2ccncc2)C1)[*:1],6.35,1.589,190.0,0.83,-2.15,2.24,0.83,3.104851043125902,0.2474029366223791
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_170,CC(C)N1CCC(NC(=O)c2cc3cc(S(C)(=O)=O)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CS(=O)(=O)[*:1],7.72,-0.686,15000.0,CPD_865,CC(C)N1CCC(NC(=O)c2cc3cc(OCCOCCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,OCCOCCO[*:1],8.55,-0.117,77000.0,0.83,0.57,0.71,0.83,0.910494371207203,0.71521243066142
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_547,CC(C)N1CCC(NC(=O)c2nc3cc(C(=O)N4CCCOCC4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=C(N1CCCOCC1)[*:1],7.28,0.367,1100.0,CPD_942,CCOCC(O)COc1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CCOCC(O)CO[*:1],8.1,1.877,390.0,0.83,1.51,-0.45,0.83,1.5756268593801008,0.454638359276676
Clc1ccc(-c2cc(Cn3c([*:1])nc4ccccc43)no2)s1,CPD_987,NC(=O)N1CCN(C(=O)c2nc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCN(C(=O)[*:1])CC1,4.68,1.327,15.0,CPD_990,O=C(NC1CCN(c2ccccc2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=C(NC1CCN(c2ccccc2)CC1)[*:1],5.51,5.578,0.1,0.83,4.25,-2.18,0.83,4.776494530510844,0.16512501803431723
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_319,COC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COC(=O)[*:1],7.72,2.303,160.0,CPD_876,CC(C)N1CCC(NC(=O)c2nc3cc(OCc4nn[nH]n4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C(O[*:1])c1nn[nH]n1,8.54,0.205,12.0,0.82,-2.1,-1.12,0.82,2.38,0.311787072243346
CC(C)N1CCC(NC(=O)c2nc3ccc([*:1])cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_399,CCOC(=O)OC(C)OC(=O)c1ccc2nc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2c1,CCOC(=O)OC(C)OC(=O)[*:1],6.16,3.259,33.0,CPD_790,CC(C)N1CCC(NC(=O)c2nc3ccc(OCCO)cc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,OCCO[*:1],6.98,1.282,760.0,0.82,-1.98,1.36,0.82,2.4020824298928627,0.3091909929938059
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_162,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)OC(=O)[*:1],7.04,3.499,26.0,CPD_361,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCC4COC(=O)O4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1OCC(COC(=O)[*:1])O1,7.86,1.042,660.0,0.82,-2.46,1.4,0.82,2.830476991604065,0.2661925416858932
CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O[*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_213,CC(OC(=O)OC1CCCCC1)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(OC(=O)OC1CCCCC1)[*:1],6.77,4.442,4.4,CPD_365,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OC4CCOC4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,C1CC([*:1])CO1,7.58,1.734,120.0,0.82,-2.71,1.44,0.82,3.0688271375233893,0.24707523652826013
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_162,CC(OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)OC(=O)[*:1],7.04,3.499,26.0,CPD_877,CC(C)N1CCC(NC(=O)c2cc3cc(OC(C)(C)C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)(O[*:1])C(=O)O,7.85,1.472,1.6,0.82,-2.03,-1.21,0.82,2.3632604596192945,0.31378426018792605
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_99,CC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(C)OC(=O)[*:1],7.47,2.832,69.0,CPD_112,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,COC(=O)[*:1],8.29,1.96,260.0,0.82,-0.87,0.58,0.82,1.0456098698845568,0.6329065709209707
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_397,CCOC(=O)OC(C)OC(=O)c1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CCOC(=O)OC(C)OC(=O)[*:1],7.72,3.257,33.0,CPD_876,CC(C)N1CCC(NC(=O)c2nc3cc(OCc4nn[nH]n4)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,C(O[*:1])c1nn[nH]n1,8.54,0.205,12.0,0.82,-3.05,-0.44,0.82,3.0815742729974884,0.24612988719661005
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_99,CC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(C)OC(=O)[*:1],7.47,2.832,69.0,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)CO[*:1],8.3,0.774,4.7,0.82,-2.06,-1.17,0.82,2.369071548096427,0.31308804854758016
COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3c([*:1])cccc32)c1,CPD_523,COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3c(C(=O)N4CC(O)C4)cccc32)c1,O=C(N1CC(O)C1)[*:1],6.92,-1.784,250000.0,CPD_908,COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3c(OCCO)cccc32)c1,OCCO[*:1],7.74,0.186,65000.0,0.82,1.97,-0.59,0.82,2.0564532574313477,0.3555242220313704
CC(C)N1CCC(NC(=O)c2cc3cc(OC[*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_179,CC(C)OC(=O)COc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CC(C)OC(=O)[*:1],7.48,2.057,140.0,CPD_181,CC(C)N1CCC(NC(=O)c2cc3cc(OCC(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)[*:1],8.3,0.774,4.7,0.81,-1.28,-1.47,0.81,1.9491793144808407,0.36831921556665626
COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3c([*:1])cccc32)c1,CPD_524,COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3c(C(=O)N(C)CCO)cccc32)c1,CN(CCO)C(=O)[*:1],6.8,-1.188,1270000.0,CPD_904,COCCOc1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cccc(OC)c1,COCCO[*:1],7.61,0.826,23000.0,0.81,2.01,-1.74,0.81,2.6585146228674383,0.27849266894915575
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_344,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)N4CC(O)C4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(N1CC(O)C1)[*:1],7.23,-1.036,6400.0,CPD_363,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCN4CCCC4=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C1CCCN1CCOC(=O)[*:1],8.03,1.653,110.0,0.8,2.69,-1.76,0.8,3.2146072855016055,0.23090640123853926
O=C(Cn1c(C(=O)Nc2ccc([*:1])cc2)nc2ccccc21)Nc1ccc(Cl)cn1,CPD_530,O=C(Cn1c(=O)ccn(-c2ccc(NC(=O)c3nc4ccccc4n3CC(=O)Nc3ccc(Cl)cn3)cc2)c1=O)Nc1ccc(Cl)cn1,O=C(Cn1c(=O)ccn([*:1])c1=O)Nc1ccc(Cl)cn1,6.75,4.229,0.2,CPD_531,O=C(Cn1c(C(=O)Nc2ccc(-n3ccc(=O)[nH]c3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,O=c1ccn([*:1])c(=O)[nH]1,7.54,2.869,2.6,0.79,-1.36,1.11,0.79,1.7554771431152274,0.393921218554925
O=C(Nc1ccc([*:1])cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_457,O=C(Nc1ccc(-n2ccc(=O)cc2)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=c1ccn([*:1])cc1,7.92,3.915,0.4,CPD_606,O=C(Nc1ccc(-n2ccncc2=O)cc1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,O=c1cnccn1[*:1],8.71,3.934,0.3,0.79,0.02,-0.12,0.79,0.1216552506059644,2.1256258285385354
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_117,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCOC(=O)C(C)(C)C)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)(C)C(=O)OCOC(=O)[*:1],7.45,3.152,47.0,CPD_404,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCCO)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(OCCO)[*:1],8.24,0.885,1400.0,0.79,-2.27,1.47,0.79,2.7044038160008577,0.26739743420361556
O=C(N[*:1])c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CPD_22,NC(=O)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,NC(=O)N1CCC([*:1])CC1,5.97,1.914,8.7,CPD_57,CCN1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,CCN1CC[C@H]([*:1])C1,6.76,1.624,680.0,0.79,-0.29,1.89,0.79,1.9121192431435858,0.3653822528545602
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_117,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCOC(=O)C(C)(C)C)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CC(C)(C)C(=O)OCOC(=O)[*:1],7.45,3.152,47.0,CPD_158,CC(C)N1CCC(NC(=O)c2cc3cc(-c4noc(O)n4)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Oc1nc([*:1])no1,8.24,0.316,300.0,0.79,-2.84,0.81,0.79,2.953252444339969,0.24662433377547294
CC(C)N1CCC(NC(=O)c2nc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_392,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)OCC(=O)O)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(O)COC(=O)[*:1],8.57,2.129,0.6,CPD_434,CC(C)N1CCC(NC(=O)c2nc3c(C(=O)NCC(O)CCl)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,O=C(NCC(O)CCl)[*:1],9.36,1.992,49.0,0.79,-0.14,1.91,0.79,1.9151240168720145,0.3648751728971739
CC(C)N1CCC(NC(=O)c2cc3c([*:1])cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,CPD_161,CC(OC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1)OC(=O)C(C)(C)C,CC(OC(=O)C(C)(C)C)OC(=O)[*:1],7.78,3.512,26.0,CPD_182,CC(C)N1CCC(NC(=O)c2cc3c(-c4nnc(O)o4)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Oc1nnc([*:1])o1,8.57,0.305,310.0,0.79,-3.21,1.08,0.79,3.3868126608951963,0.21722317690280551
CC(C)N1CCC(NC(=O)c2cc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_374,CC(C)OC(=O)OC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,CC(C)OC(=O)OC(C)OC(=O)[*:1],7.77,2.294,1000.0,CPD_865,CC(C)N1CCC(NC(=O)c2cc3cc(OCCOCCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,OCCOCCO[*:1],8.55,-0.117,77000.0,0.79,-2.41,1.89,0.79,3.0627112172060884,0.2384753599700366
CC(C)N1CCC(NC(=O)c2nc3cc([*:1])ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,CPD_444,CC(C)N1CCC(NC(=O)c2nc3cc(S(=O)(=O)CCO)ccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1,O=S(=O)(CCO)[*:1],7.15,0.282,890.0,CPD_926,COCCOc1ccc2c(c1)nc(C(=O)NC1CCN(C(C)C)CC1)n2CC(=O)Nc1ccc(Cl)cn1,COCCO[*:1],7.93,1.91,390.0,0.78,1.63,-0.36,0.78,1.6692812824685956,0.40640212934122794
